subclase_id,label_producto,venta_mensual,precio_cat,año,precio_mensual,volumen_mensual,venta_costo_mensual,year,costo_prov,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,costo_venta_ratio,label_tienda_7.0
1153.0,1.0,5603.17,59.9,2016.0,51.4052293577981,109.0,3706.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6614113082415847,False
1153.0,1.0,2416.74,59.9,2016.0,51.42,47.0,1598.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.661221314663555,False
1153.0,1.0,4936.76,59.9,2016.0,51.4245833333333,96.0,3264.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6611623818050705,False
1153.0,1.0,3858.22,59.9,2016.0,51.4429333333333,75.0,2550.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6609265412547756,False
1153.0,1.0,5401.54,59.9,2016.0,51.443238095238,105.0,3570.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6609226257696879,False
1153.0,1.0,2726.59,39.9,2016.0,51.4450943396226,53.0,1802.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.660898778327508,False
1153.0,1.0,2058.24,59.9,2016.0,51.456,40.0,1360.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6607587064676618,False
1153.0,1.0,3036.43,59.9,2016.0,51.4649152542372,59.0,2006.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.660644243404261,False
1153.0,1.0,4479.02,59.9,2016.0,51.4829885057471,87.0,2958.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6604123223383686,False
1153.0,1.0,3449.53,59.9,2016.0,51.4855223880597,67.0,2278.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6603798198595171,False
1153.0,1.0,3037.88,59.9,2016.0,51.4894915254237,59.0,2006.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6603289135844733,False
